0,1.0,Vitamin C,collagen synthesis,
0,1.0,Estrogen,blood clots,
0,1.0,Vitamin D,Calcium,
0,1.0,Vitamin C,immune function,
0,1.0,Estrogen,breast cancer,
0,1.0,Vitamin D,calcium,
0,1.0,Vitamin C,collagen,
0,1.0,Vitamin C,iron,
0,1.0,Vitamin C,iron absorption,
0,1.0,Vitamin D,calcium absorption,
1,0.0189845407782,Magnesium,calcium,
1,0.0127519036752,Vitamin D,calcium and phosphorus,
1,0.0115936324162,Ascorbic acid,iron,
1,0.0109360199918,Lactose,calcium,
1,0.00956725032447,Magnesium,bone,
1,0.00940731317348,Menthol,L-Arginine,
1,0.0086821390761,Flax Seed Oil,Calcium,
1,0.00855277641455,chromium,energy,
1,0.00852790726621,Calcium,strong bones,
1,0.00852643322973,IRON,healthy blood,
2,6.31439413277e-05,Bromelain,quercetin,
2,5.55890065477e-05,B-12,folic acid,
2,5.55890065477e-05,Selenium,Vitamin E.,
2,5.55890065477e-05,Selenium,iodine,
2,5.40042931741e-05,Rights,responsibilities,
2,4.83369958888e-05,The US dollar,gold,
2,4.62900402969e-05,Prolactin,dopamine,
2,4.60107915604e-05,Variety,a diet,
2,4.55458039582e-05,Choline,the B vitamins,
2,4.39185464917e-05,ALA,CoQ10,
3,2.52249234903e-07,Chromium,insulin,
3,1.76924654124e-07,Angiotensin II,potassium,
3,1.76924654124e-07,Interferon,Ribavirin,
3,1.76924654124e-07,Sulfadoxine,pyrimethamine,
3,1.76924654124e-07,Thrombopoietin,erythropoietin,
3,1.43273068852e-07,Rights,duties,
3,1.35842164156e-07,Rights,obligations,
3,1.28194441245e-07,Chores,life,
3,1.23998210758e-07,Exfoliation,skin care products,
3,1.23998210758e-07,Oxygen,vitamins,
4,9.4202333857e-10,Ultraviolet radiation,protective mechanisms,
4,9.16954040136e-10,Sildenafil,nitric oxide,
4,8.02562099119e-10,Lipoic acid,vitamin C and E,
4,7.53542548602e-10,The Executive Committee,behalf of the Association,
4,7.46124716789e-10,GLA,ceftazidime,
4,7.12913371835e-10,Heparin,antithrombin III,
4,6.56107302849e-10,Zinc,insulin,
4,6.51124902645e-10,Estrogen,serotonin,
4,6.17698341504e-10,Color,visual communication,
4,5.6937295369e-10,Caffeine,analgesics,
5,4.0236470594e-12,Sildenafil,Panax ginseng,
5,3.79440244152e-12,Fructose,sucrose,
5,3.79440244152e-12,Sulfur,bones,
5,3.0802247115e-12,Phosphorus,nucleic acids,
5,2.8742893033e-12,Flaxseed,skin texture,
5,2.86679997631e-12,Phenol,tobacco smoke,
5,2.84116478475e-12,The Bureau of Justice Assistance,the Office of Justice Programs,
5,2.60998228441e-12,The Playhouse,the Theatre Communications Group,
5,2.56916206711e-12,NIAID,the National Institutes of Health,
5,2.55923309364e-12,Nitrogen,proteins,
6,2.86712617457e-14,Iron,hemoglobin,
6,2.05259933989e-14,Sulfur,insulin,
6,1.9380540466e-14,ozone,smog,
6,1.85617539805e-14,Iron,blood,
6,1.8537572417e-14,HA,synovial fluid,
6,1.83267163813e-14,Oxygen,air,
6,1.79245443465e-14,Magnesium,chlorophyll,
6,1.77573495281e-14,Life insurance,financial planning,
6,1.77285134771e-14,Collagen,connective tissue,
6,1.76638298534e-14,Cholesterol,cell membranes,
7,6.04216287842e-16,Selenium,glutathione peroxidase,
7,4.20550000231e-16,Iron,haemoglobin,
7,3.908907268e-16,Nitrogen,amino acids,
7,3.41630822524e-16,Iodine,thyroxine,
7,3.32397516684e-16,Good nutrition,a healthy lifestyle,
7,3.18638166073e-16,Calcium,bones and teeth,
7,3.08257650517e-16,Iodine,thyroid hormones,
7,3.06701670461e-16,Methane,natural gas,
7,2.95664897966e-16,Magnesium,bones and teeth,
7,2.94532149295e-16,Sleep,a healthy lifestyle,
8,4.59241724428e-18,Curcumin,turmeric,
8,4.16900366587e-18,Protein,muscles,
8,3.70988501945e-18,Hydroxylapatite,tooth enamel,
8,3.32448633116e-18,Tubulin,microtubules,
8,3.25066548348e-18,Urea,urine,
8,3.18348336891e-18,Ground level ozone,photochemical smog,
8,3.11208556909e-18,Calcium,bones,
8,3.0604725253e-18,Cholesterol,atherosclerotic plaque,
8,2.9265095166e-18,Acupuncture,traditional Chinese medicine,
8,2.76418435979e-18,Olive oil,the Mediterranean diet,
9,4.18361980327e-20,Sildenafil,Viagra,
9,4.03658193949e-20,Capsaicin,chili peppers,
9,3.72563829602e-20,Ephedrine,ephedra,
9,3.48846265534e-20,Acetaminophen,Tylenol,
9,3.15178252956e-20,Lycopene,tomatoes,
9,3.03960771278e-20,Protein,muscle,
9,2.61962180962e-20,Vardenafil,Levitra,
9,2.60776034887e-20,Salicylic acid,aspirin,
9,2.49706893532e-20,TENUATE,tenuate,
9,2.47823979452e-20,BPA,polycarbonate plastic,
10,5.33215228761e-22,Rimonabant,Acomplia,
10,5.30503532128e-22,Sildenafil Citrate,Viagra,
10,4.93842385634e-22,METHADONE,methadone,
10,4.49887447601e-22,FLAGYL,Flagyl,
10,4.1996138913e-22,Orlistat,Xenical,
10,4.1796860863e-22,Diazepam,Valium,
10,4.04848664769e-22,Methylphenidate,Ritalin,
10,3.92280025382e-22,Phentermine,Adipex,
10,3.91985550275e-22,Simvastatin,Zocor,
10,3.90005896797e-22,Ranitidine,Zantac.,
11,6.44400925543e-24,Kamagra,Viagra,
11,5.63375396737e-24,Metformin,Glucophage,
11,5.00869246528e-24,Eszopiclone,Lunesta,
11,4.50142607733e-24,Paroxetine,Paxil,
11,4.44877270518e-24,Silagra,Viagra,
11,2.92177702814e-24,Tramadol,Ultram,
11,2.9200754737e-24,Hydrocodone,Vicodin,
11,2.88808637629e-24,Ultram,Tramadol,
11,2.8539576244e-24,Zolpidem,Ambien,
11,2.79395943296e-24,Clonazepam,Klonopin,
12,5.4199169312e-26,Finasteride,Proscar,
12,5.23361023685e-26,ALDACTONE,Aldactone,
12,5.17098543761e-26,Amitriptyline,Elavil,
12,5.08109249587e-26,Fluconazole,Diflucan,
12,3.70347929272e-26,TENUATE,Tenuate,
12,3.52300112649e-26,PROSCAR,Proscar,
12,3.1022196135e-26,Amoxicillin,Amoxil,
12,3.01230022832e-26,Thermography,engraving,
12,2.94201949186e-26,Laminate flooring,wood flooring,
12,2.4514537162e-26,CIMETIDINE,two aspirin,
13,3.73756016573e-28,Bisphosphonates,Actonel,
13,3.17323320376e-28,GENERIC GENERIC VIAGRA,Viagra,
13,2.78029351896e-28,PERIACTIN,Periactin,
13,2.4701799532e-28,Finasteride,Propecia,
13,2.44824783667e-28,Propecia,Proscar,
13,2.42051916983e-28,VIAGRA,Viagra,
13,2.38063098804e-28,CARISOPRODOL,Soma,
13,2.37771954492e-28,ALDARA,Aldara,
13,2.37771954492e-28,MODAFINIL,Modafinil,
13,2.34952933677e-28,IONAMIN,Ionamin,
14,2.90564671822e-30,ZOLOFT,Zoloft,
14,2.63672560085e-30,VIAGRA,male impotence,
14,2.5511708886e-30,VIAGRA,convenience,
14,2.1132127461e-30,DIFFERIN,Differin,
14,2.01739534832e-30,LEXAPRO,Lexapro,
14,1.82853260808e-30,GENERIC VIAGRA,Viagra,
14,1.71216694341e-30,ZITHROMAX,Keflex,
14,1.70115691339e-30,PROZAC,Prozac,
14,1.65907973593e-30,PHENERGAN,Anzemet,
14,1.64909393666e-30,PROVIGIL,narcolepsy,
15,3.17653842719e-32,NEXIUM,Nexium,
15,2.76991095321e-32,FIORICET,Fioricet /Vicodin,
15,2.41948255384e-32,XANAX,Paxil,
15,2.35108971994e-32,SEROQUEL,Seroquel,
15,1.88625651892e-32,CARISOPRODOL,call,
15,1.87783227417e-32,YASMIN,Yasmin,
15,1.82736377914e-32,Stavudine,tenofovir,
15,1.82736377914e-32,ZOLOFT,100mg,
15,1.81925009854e-32,XALATAN,Lumigan,
15,1.7646303333e-32,OXYCODONE,oxycodone,
16,1.99102503375e-34,PROTONIX,antacids,
16,1.70522381734e-34,XANAX,Xanax,
16,1.47082294102e-34,OxyContin,oxycodone,
16,1.26875297759e-34,ACIPHEX,Aciphex,
16,1.26860015327e-34,TADALAFIL,tadalafil,
16,1.26770665394e-34,BUTALBITAL,Fioricet,
16,1.26490905203e-34,PROTONIX,Protonix,
16,1.26149347118e-34,Aspirin,acetylsalicylic acid,
16,1.25948880637e-34,AMOXICILLIN,Amoxicillin,
16,1.25656939905e-34,DIOVAN,Diovan,
17,2.07263329664e-36,ADDERALL,Adderall,
17,1.9161880929e-36,FOSAMAX,Fosamax,
17,1.65044091745e-36,CELEXA,Celexa,
17,1.63327777967e-36,XENICAL,Xenical,
17,1.59302614125e-36,ATIVAN,Ativan,
17,1.56043114227e-36,SINGULAIR,Singulair,
17,1.34564745214e-36,MERIDIA,Meridia,
17,1.16342304493e-36,CLONAZEPAM,clonazepam,
17,1.16342304493e-36,PERCOCET,Percocet,
17,1.16303855799e-36,AMOXICILLIN,amoxicillin,
18,2.38830543169e-38,PAXIL,Luvox,
18,2.29181829013e-38,AMBIEN,Phenergan,
18,2.29181829013e-38,DORYX,Vitamin A,
18,2.1662634301e-38,ADIPEX,Zoloft,
18,2.1662634301e-38,AVODART,FLOMAX,
18,2.1662634301e-38,PAIN MEDICATION,Lorcet,
18,2.06697908794e-38,PROVIGIL,Provigil,
18,1.99642837718e-38,A party,place,
18,1.99642837718e-38,CYCLOBENZAPRINE,Ultram,
18,1.99642837718e-38,LEVAQUIN,Advil,
19,1.31373453062e-40,Jean,Clonazepam,
19,1.30535873836e-40,The FLEXERIL,Flexeril,
19,1.1798614574e-40,TOPAMAX,anti depressants,
19,1.04610394352e-40,CODEINE,codeine,
19,1.02297796904e-40,VICODIN,vicodin,
19,1.0143704994e-40,FLEXERIL,Flexeril,
19,1.01164710195e-40,GLUCOPHAGE,Glucophage,
19,9.2707708122e-41,ZYRTEC,zyrtec,
19,8.82673525043e-41,CLINDAMYCIN,Vioxx,
19,7.41474802538e-41,LORTAB,Lortab,
20,6.97498282645e-43,VICODIN,severe back pain,
20,6.30023905119e-43,Oxycodone,codeine,
20,6.24723577037e-43,ADIPEX,pain,
20,5.90848626322e-43,Vicodin VICODIN,vicodin,
20,5.52983876151e-43,RIVOTRIL,Lithium,
20,5.38417509748e-43,FIORICET,migraine relief,
20,4.98542108471e-43,XANAX,xanax,
20,4.96278099758e-43,Benfotiamine,thiamin,
20,4.91196702207e-43,TRAMADOL,Tramadol,
20,4.75743000793e-43,LORTAB,CoS,
21,2.61835451945e-45,philosophy,philosophy,
21,2.4976782023e-45,Celebrex,acute pain,
21,2.45909969302e-45,PHENTERMINE,depression,
21,2.41199082655e-45,ASL,English,
21,2.33323665788e-45,Pilates,yoga,
21,2.252996586e-45,RENOVA,acne,
21,2.04966852806e-45,PROPECIA,benign prostatic hyperplasia,
21,2.01526429198e-45,Cipro,urinary tract infection,
21,1.95294066138e-45,DIAZEPAM,benzodiazepines,
21,1.93150511093e-45,FLUOXETINE,depression,
22,1.187203687e-47,CONCERTA,younger children,
22,1.05419455862e-47,Zolpidem,insomnia,
22,9.74519367685e-48,Cleocin,serious infections,
22,9.30304051947e-48,The AIDS virus,Africa,
22,9.10467820017e-48,TRAMADOL,pain,
22,8.35212357e-48,Fluoxetine,depression,
22,8.35212357e-48,TRAMADOL,CDH,
22,7.96314444934e-48,PROZAC,depression,
22,7.51625779758e-48,Zoloft,depression,
22,7.15717381236e-48,Antibiotics,secondary infections,
23,4.44796262025e-50,PROPECIA,BPH,
23,4.17704011251e-50,Clonidine,high blood pressure,
23,4.17598070301e-50,Levitra,erectile dysfunction,
23,3.4573128183e-50,Elavil,depression,
23,3.45310951692e-50,VIAGRA,erectile dysfunction,
23,3.44209758903e-50,Pamelor,depression,
23,3.44157036723e-50,FLAGYL,infections,
23,3.42641607678e-50,TRAMADOL HCL,pain,
23,3.38124292937e-50,Avapro,high blood pressure,
23,3.38124292937e-50,Hydrochlorothiazide,high blood pressure,
24,8.19096514277e-52,Valtrex,shingles,
24,8.09454460649e-52,Viagra,erectile dysfunction,
24,6.57002533457e-52,Amitriptyline,depression,
24,6.57002533457e-52,Tofranil,depression,
24,6.23897600294e-52,Valtrex,genital herpes,
24,5.62954081014e-52,Atacand,high blood pressure,
24,5.52171947995e-52,Antabuse,alcoholism,
24,5.36423004188e-52,Celexa,depression,
24,5.19652291138e-52,Cozaar,high blood pressure,
24,4.85066503833e-52,Venlafaxine,depression,
25,6.39811755577e-54,Paxil,depression,
25,5.67283848476e-54,Bupropion,depression,
25,5.28260095361e-54,Albuterol,asthma,
25,4.59065140544e-54,Cialis,impotence,
25,4.36440030705e-54,Acyclovir,chickenpox,
25,4.18174167293e-54,Levitra,impotence,
25,3.83395916868e-54,Albendazole,tapeworm infections,
25,3.83395916868e-54,Emsam,depression,
25,3.81113655796e-54,Nexium,GERD,
25,3.65893511007e-54,Cialis,erectile dysfunction,
26,2.46969587813e-56,FDA,permanent hair reduction,
26,2.45170789276e-56,Antibiotics,Anthrax,
26,2.45170789276e-56,IBR,Sec.,
26,2.38645808042e-56,CIALIS,erectile dysfunction,
26,2.32944167627e-56,UL,outdoor use,
26,2.1935218234e-56,Vioxx,relief of osteoarthritis,
26,2.1752774776e-56,UL,indoor or outdoor use,
26,2.13570998658e-56,Emergency loans,Contra Costa,
26,2.13570998658e-56,FDA,food use,
26,2.13570998658e-56,Meds,alcohol treatment,
27,2.67146589929e-58,U.L.,damp locations,
27,2.31236622005e-58,UL,safety,
27,2.29184519133e-58,UL,indoor and outdoor use,
27,2.11794311855e-58,UL,wet locations,
27,2.01787889485e-58,UL,damp location,
27,1.88558326382e-58,UL,indoor/outdoor use,
27,1.82595431456e-58,U.L.,wet locations,
27,1.60484265928e-58,UL,home or commercial use,
27,1.60484265928e-58,UL,indoor,
27,1.60484265928e-58,UL,outdoor or indoor use,
